,CODE,DATE_COLLECTE,DATE_HEURE_DEBUT,DATE_HEURE_FIN,MISSION,IMMAT,LIBELLE_CIRCUIT,TEMPS_D_ACTIVITE,TEMPS_D_ARRET,TEMPS_DE_MOTEUR_OFF,TEMPS_DE_PAUSE,TEMPS_DE_MARCHE_ARRIERE,TEMPS_DE_SERVICE,KM_D_ACTIVITE,KM_DE_HLP,KM_DE_MARCHE_ARRIERE,KM_DE_SERVICE,SOURCE,CODE_CIRCUIT,SECTEUR_CIRCUIT,TOURNEE_CIRCUIT,JOURS_CIRCUIT,FLUX_CIRCUIT
1140,AUTO30073,2023-06-29,2023-06-29,,Collecte,080o9d41z3,,2192.0,60.0,2451.0,,90.0,0,3.82,24.55,0.03,28.37,GAM,,,,,
1141,AUTO30074,2023-06-29,2023-06-29,2023-06-29,Transport,aef992hscu,,147.0,2928.0,389.0,,147.0,6723,0.06,46.66,0.06,46.72,GAM,,,,,
1142,AUTO30093,2023-06-29,2023-06-29,,Collecte PAV,cewxgzybhe,,157.0,3353.0,8212.0,,157.0,0,0.06,11.23,0.06,11.29,GAM,,,,,
1143,AUTO30076,2023-06-29,2023-06-29,,Collecte,j1h4gptjli,GS_T06_VIF 1_JEU_OMR_129016,6859.0,506.0,392.0,,24.0,0,16.64,77.7,0.0,94.34,GAM,129016.0,GS,T06,JEU,OMR
1144,AUTO30075,2023-06-29,2023-06-29,2023-06-29,Collecte,y2qwjva4su,GS_T08_VIZILLE_JEU_OMR_160005,8487.0,732.0,2415.0,,20.0,17322,15.79,72.28,0.01,88.07,GAM,160005.0,GS,T08,JEU,OMR
1145,AUTO30077,2023-06-29,2023-06-29,,Collecte,HHrKcPoPW1,SUD_T06_CLAIX BAS DM BG_JEU_CS_120054,13668.0,486.0,983.0,,146.0,0,17.89,40.13,0.07,58.02,GAM,120054.0,SUD,T06,JEU,CS
1146,AUTO30078,2023-06-29,2023-06-29,,Collecte,ikv5vt40ba,SUD_T12_PONT CL EST ZA_JEU_OMR_120045,148.0,1426.0,,,148.0,0,0.11,56.78,0.11,56.89,GAM,120045.0,SUD,T12,JEU,OMR
1147,AUTO30080,2023-06-29,2023-06-29,,Collecte,9tcc9i42vm,GS_T01 TSUP_ SECH MONT_JEU_OMR_160008,53.0,357.0,,,53.0,0,0.03,75.9,0.03,75.93,GAM,160008.0,GS,T01 TSUP,JEU,OMR
1148,AUTO30079,2023-06-29,2023-06-29,2023-06-29,Collecte,ro9qinohi0,SUD_T MINI_PN GRE ECH CLX PCLX_ MAR_OMR_120067,0.0,,,,,10,0.0,0.0,,0.0,GAM,120067.0,SUD,T MINI, MAR,OMR
1149,AUTO30081,2023-06-29,2023-06-29,,Collecte,ro9qinohi0,SUD_T01_ECH COLL VILLAS_JEU_CS_120026,2457.0,2126.0,,,121.0,0,2.5,38.87,0.1,41.37,GAM,120026.0,SUD,T01,JEU,CS
1150,AUTO30088,2023-06-29,2023-06-29,,Collecte,7joy6o7022,,0.0,709.0,5704.0,,,0,0.0,43.64,,43.64,GAM,,,,,
1151,AUTO30082,2023-06-29,2023-06-29,2023-06-29,Collecte,u16rgi3exd,SUD_T05_GRE CP ECH COL_JEU_CS_120030,7773.0,477.0,,,60.0,15263,7.91,39.1,0.02,47.01,GAM,120030.0,SUD,T05,JEU,CS
1152,AUTO30083,2023-06-29,2023-06-29,,Collecte,72hgb55djb,SUD_T07_CLAIX _JEU_CS_120050,0.0,370.0,3695.0,,,0,0.0,69.25,,69.25,GAM,120050.0,SUD,T07,JEU,CS
1153,AUTO30084,2023-06-29,2023-06-29,2023-06-29,Collecte,7nHTChwECF,SUD_T MINI_PN GRE ECH CLX PCLX_ MAR_OMR_120067,0.0,,,,,12,0.0,0.0,,0.0,GAM,120067.0,SUD,T MINI, MAR,OMR
1154,AUTO30086,2023-06-29,2023-06-29,,Collecte,7nHTChwECF,SUD_T04_ECH COLL RD V_JEU_CS_120027,8995.0,60.0,4234.0,,172.0,0,14.45,43.16,0.04,57.61,GAM,120027.0,SUD,T04,JEU,CS
1155,AUTO30091,2023-06-29,2023-06-29,,Collecte,tlgnhaw79b,,9517.0,843.0,,,49.0,0,15.57,49.15,0.05,64.72,GAM,,,,,
1156,AUTO30085,2023-06-29,2023-06-29,2023-06-29,Collecte,1t8IcmYe1z,SUD_T09_IDENTIF_JEU_CS_120062,11836.0,37.0,684.0,,64.0,17769,12.89,27.76,0.02,40.65,GAM,120062.0,SUD,T09,JEU,CS
1157,AUTO30090,2023-06-29,2023-06-29,,Collecte,oxe1pddfqt,,11229.0,53.0,,,240.0,0,12.79,30.19,0.01,42.98,GAM,,,,,
1158,AUTO30087,2023-06-29,2023-06-29,,Collecte,59av7mpv00,SUD_T08_IDENTIF_JEU_CS_120060,12168.0,813.0,,,72.0,0,12.01,21.66,0.01,33.67,GAM,120060.0,SUD,T08,JEU,CS
1159,AUTO30092,2023-06-29,2023-06-29,,Collecte,nczhm372sk,,0.0,189.0,,,,0,0.0,24.31,,24.31,GAM,,,,,
1160,AUTO30089,2023-06-29,2023-06-29,,Collecte,a0lou2mbga,SUD_T10_IDENTIF_JEU_CS_120064,59.0,774.0,,,59.0,0,0.01,39.14,0.01,39.15,GAM,120064.0,SUD,T10,JEU,CS
1161,AUTO30094,2023-06-29,2023-06-29,,Transport,aef992hscu,,636.0,5076.0,1249.0,,636.0,0,0.3,105.51,0.3,105.81,GAM,,,,,
1162,AUTO30095,2023-06-29,2023-06-29,,Collecte,57igmhyovd,,20.0,1132.0,1263.0,,20.0,0,0.01,37.67,0.01,37.68,GAM,,,,,
1163,AUTO30096,2023-06-30,2023-06-30,2023-06-30,Collecte,chy6rxpckl,GS_T04_STGC STPC NDC_VEN_OMR,0.0,60.0,1254.0,,,18124,0.0,56.16,,56.16,GAM,,GS,T04,VEN,OMR
1164,AUTO30097,2023-06-30,2023-06-30,,Collecte,uzqctwc7pp,NE_T19_GRE CONDORCET G RAMBAUD_MAR VEN_CS_110022,50.0,60.0,6048.0,,50.0,0,0.01,30.44,0.01,30.45,GAM,110022.0,NE,T19,MAR VEN,CS
1165,AUTO30098,2023-06-30,2023-06-30,2023-06-30,Collecte,87haddx1cc,GS_T03_JARRIE SECTEUR 2 COLL_VEN_OMR,450.0,895.0,769.0,,450.0,20688,0.35,59.79,0.35,60.14,GAM,,GS,T03,VEN,OMR
1166,AUTO30099,2023-06-30,2023-06-30,2023-06-30,Collecte,ukgs1JXztl,NO_T02_FONTAINE_VEN_OMR_131003,11382.0,3.0,,,74.0,16838,14.77,22.01,0.08,36.78,GAM,131003.0,NO,T02,VEN,OMR
1167,AUTO30100,2023-06-30,2023-06-30,2023-06-30,Collecte,912yxz768z,TEST GS_T01_GUA VARC VIF_VEN_CS_160010,5484.0,60.0,1589.0,,248.0,20776,7.1,101.75,0.14,108.85,GAM,160010.0,TEST GS,T01,VEN,CS
1168,AUTO30119,2023-06-30,2023-06-30,,Collecte,y7gjux7fmc,,9294.0,58.0,3771.0,,114.0,0,10.42,44.49,0.04,54.91,GAM,,,,,
1169,AUTO30101,2023-06-30,2023-06-30,2023-06-30,Collecte,j364urbaz5,NE_T01_TRONC MEY S2_MAR VEN_CS_110004,10747.0,180.0,486.0,,63.0,16109,19.43,11.73,0.03,31.16,GAM,110004.0,NE,T01,MAR VEN,CS
1170,AUTO30102,2023-06-30,2023-06-30,2023-06-30,Collecte,AhnI9sMNTj,NO_T01_FONTAINE_VEN_OMR_131001,10409.0,60.0,4136.0,,181.0,19993,13.89,22.29,0.12,36.18,GAM,131001.0,NO,T01,VEN,OMR
1171,AUTO30103,2023-06-30,2023-06-30,2023-06-30,Collecte,lwijga02re,GS_T02_VARCES OUEST_VEN_CS_128014,80.0,709.0,2662.0,,80.0,20428,0.03,86.97,0.03,87.0,GAM,128014.0,GS,T02,VEN,CS
1172,AUTO30104,2023-06-30,2023-06-30,2023-06-30,Collecte,1hx5205tl5,NO_T12_GRE BERRIAT_MAR VEN_OMR_151006,0.0,896.0,790.0,,,19727,0.0,52.5,,52.5,GAM,151006.0,NO,T12,MAR VEN,OMR
1173,AUTO30105,2023-06-30,2023-06-30,,Collecte,qshw7egqjb,NE_T16_GRE BROC VILLEBOIS POT_CS_MAR VEN_110025,7142.0,60.0,2784.0,,284.0,0,7.42,20.08,0.01,27.5,GAM,110025.0,NE,T16,CS,MAR VEN
1174,AUTO30106,2023-06-30,2023-06-30,,Collecte,csu9voc7bl,NO_T07_ST EGREVE SUD_VEN_OMR_142007,98.0,1883.0,310.0,,98.0,0,0.02,52.02,0.02,52.04,GAM,142007.0,NO,T07,VEN,OMR
1175,AUTO30107,2023-06-30,2023-06-30,2023-06-30,Collecte,h7qn96fkxd,NE_T07_SMH IND+COLL_VEN_CS_101013,9841.0,1440.0,1649.0,,,19430,13.77,25.59,,39.36,GAM,101013.0,NE,T07,VEN,CS
1176,AUTO30129,2023-06-30,2023-06-30,2023-06-30,Collecte,080o9d41z3,,7345.0,60.0,2742.0,,68.0,14137,12.2,38.98,0.07,51.18,GAM,,,,,
1177,AUTO30108,2023-06-30,2023-06-30,,Collecte,0jbxz085fw,NO_T11_GRE GARE LIBERA_VEN_OMR_151008,0.0,821.0,2241.0,,,0,0.0,53.98,,53.98,GAM,151008.0,NO,T11,VEN,OMR
1178,AUTO30109,2023-06-30,2023-06-30,2023-06-30,Collecte,48siz8x96i,NE_T10_GRE HUGO TEISSEIRE_MAR VEN_CS_110008,4674.0,188.0,559.0,,17.0,11493,4.81,21.92,0.01,26.73,GAM,110008.0,NE,T10,MAR VEN,CS
1179,AUTO30110,2023-06-30,2023-06-30,,Collecte,ighzc1n730,NO_T04_SASSENAGE_VEN_OMR_133004,2166.0,623.0,,,,0,2.53,75.97,,78.5,GAM,133004.0,NO,T04,VEN,OMR
1180,AUTO30130,2023-06-30,2023-06-30,2023-06-30,Collecte,ux94b14wke,NO_T06_ST EGREVE N_LUN JEU_CS_142006,8870.0,54.0,3722.0,,164.0,18550,18.74,43.47,0.19,62.21,GAM,142006.0,NO,T06,LUN JEU,CS
1181,AUTO30111,2023-06-30,2023-06-30,,Collecte,o4d9t8p252,NE_T09_SMH IND+COLL_VEN_CS_101015,9218.0,1688.0,3268.0,,218.0,0,12.81,34.3,0.07,47.11,GAM,101015.0,NE,T09,VEN,CS
1182,AUTO30112,2023-06-30,2023-06-30,,Collecte,7lqyjw34p3,NO_T08_ST MARTIN LE VI_VEN_OMR_143008,10109.0,103.0,792.0,,314.0,0,14.76,62.14,0.11,76.9,GAM,143008.0,NO,T08,VEN,OMR
1183,AUTO30113,2023-06-30,2023-06-30,,Collecte,bba8ef2dvl,NO_T03_SASSENAGE FONT_VEN_CS_130011,10456.0,29.0,,,259.0,0,13.63,24.03,0.11,37.66,GAM,130011.0,NO,T03,VEN,CS
1184,AUTO30114,2023-06-30,2023-06-30,,Collecte,BqsVQSMm80,NE_T15_GRE POULAT CASERNE BONNE_CS_MAR VEN_110023,8781.0,759.0,3845.0,,57.0,0,6.93,12.93,0.03,19.86,GAM,110023.0,NE,T15,CS,MAR VEN
1185,AUTO30115,2023-06-30,2023-06-30,2023-06-30,Collecte,vhxnkra4on,NE_T05_SMH COLL+IND_VEN_CS_101023,0.0,1020.0,,,,9782,0.0,21.15,,21.15,GAM,101023.0,NE,T05,VEN,CS
1186,AUTO30131,2023-06-30,2023-06-30,,Collecte,claael2j88,,94.0,892.0,2331.0,,94.0,0,0.03,40.52,0.03,40.55,GAM,,,,,
1187,AUTO30116,2023-06-30,2023-06-30,,Collecte,bat8lwethv,NE_T12_GRE REY ABBAYE_CS_MAR VEN,0.0,6377.0,509.0,,,0,0.0,24.02,,24.02,GAM,,NE,T12,CS,MAR VEN
1188,AUTO30117,2023-06-30,2023-06-30,,Collecte,jvdwb1fexp,NE_T21_DOMENE OUEST_VEN_OMR_101023,894.0,56.0,1588.0,,,0,2.2,55.56,,57.76,GAM,101023.0,NE,T21,VEN,OMR
1189,AUTO30118,2023-06-30,2023-06-30,2023-06-30,Collecte,uwr44zs7w5,NE_T08_SMH IND+COLL_VEN_CS_101014,129.0,601.0,3148.0,,129.0,18490,0.08,42.32,0.08,42.4,GAM,101014.0,NE,T08,VEN,CS
1190,AUTO30132,2023-06-30,2023-06-30,,Collecte,eiffgae8rm,,9612.0,63.0,2497.0,,227.0,0,13.3,14.36,0.2,27.66,GAM,,,,,
1191,AUTO30121,2023-06-30,2023-06-30,,Collecte,egru8o9gip,NE_T04_DOMENE EST_MAR VEN_OMR_112009,9763.0,60.0,2838.0,,60.0,0,17.91,25.53,0.0,43.44,GAM,112009.0,NE,T04,MAR VEN,OMR
1192,AUTO30120,2023-06-30,2023-06-30,,Collecte,g8k9apcqfs,NE_T14_GRE INDIV+COLL_VEN_CS_110009,0.0,1463.0,4415.0,,,0,0.0,30.69,,30.69,GAM,110009.0,NE,T14,VEN,CS
1193,AUTO30122,2023-06-30,2023-06-30,2023-06-30,Collecte,duh6ayfpwb,NO_T09_GRE MARTYRS_MAR VEN_OMR_151005,5114.0,313.0,1710.0,,,19201,6.35,51.58,,57.93,GAM,151005.0,NO,T09,MAR VEN,OMR
1194,AUTO30123,2023-06-30,2023-06-30,2023-06-30,Collecte,sx65jiyczg,NE_T02_MEYLAN LE HAUT_VEN_CS_115006,94.0,60.0,362.0,,94.0,12334,0.07,28.11,0.07,28.18,GAM,115006.0,NE,T02,VEN,CS
1195,AUTO30134,2023-06-30,2023-06-30,2023-06-30,Collecte,9zz5ph3zpi,NE_T13_GRE ST URS HOCHE J ARC_OMR_ LUN JEU_110024,45.0,1018.0,,,45.0,6409,0.01,11.9,0.01,11.91,GAM,110024.0,NE,T13,OMR, LUN JEU
1196,AUTO30124,2023-06-30,2023-06-30,,Collecte,xbq43ggoqh,NE_T11_GRE ILE VERTE_CS_MAR VEN,4467.0,31.0,4204.0,,123.0,0,4.17,17.64,0.04,21.81,GAM,,NE,T11,CS,MAR VEN
1197,AUTO30133,2023-06-30,2023-06-30,,Collecte,37qykhmywu,,349.0,945.0,4084.0,,349.0,0,0.16,26.37,0.16,26.53,GAM,,,,,
1198,AUTO30125,2023-06-30,2023-06-30,2023-06-30,Collecte,qvjjsw3qoz,NE_T BENNE SUP FERIES_SMH_JEU_OMR,0.0,,,,,8,0.0,0.0,,0.0,GAM,,NE,T BENNE SUP FERIES,JEU,OMR
1199,AUTO30126,2023-06-30,2023-06-30,2023-06-30,Collecte,qvjjsw3qoz,NE_T18_GRE ESPLANADE J JAURES_MAR VEN_CS_110021,0.0,770.0,5956.0,,,14604,0.0,17.26,,17.26,GAM,110021.0,NE,T18,MAR VEN,CS
1200,AUTO30127,2023-06-30,2023-06-30,2023-06-30,Collecte,oF7I4xGfPC,NE_T17_GRE GRENETTE MALHERBE_CS_MAR VEN_110006,9999.0,60.0,578.0,,39.0,17214,8.54,21.54,0.0,30.08,GAM,110006.0,NE,T17,CS,MAR VEN
1201,AUTO30128,2023-06-30,2023-06-30,,Collecte,g4tx3nrqg0,NO_T14_GRE EAUX C_MAR VEN_OMR_151007,0.0,298.0,,,,0,0.0,34.8,,34.8,GAM,151007.0,NO,T14,MAR VEN,OMR
1202,AUTO30135,2023-06-30,2023-06-30,,Collecte,fknz9lrv64,,0.0,203.0,219.0,,,0,0.0,74.12,,74.12,GAM,,,,,
1203,AUTO30136,2023-06-30,2023-06-30,,Transport,Bj5S5eVr9N,,903.0,4644.0,2318.0,,903.0,0,0.3,98.28,0.3,98.58,GAM,,,,,
1204,AUTO30138,2023-06-30,2023-06-30,,Collecte,pvqkjig664,,0.0,1911.0,3547.0,,,0,0.0,34.22,,34.22,GAM,,,,,
1205,AUTO30137,2023-06-30,2023-06-30,,Transport,61FRWBjauh,,1069.0,3796.0,21.0,,1069.0,0,0.43,147.9,0.43,148.33,GAM,,,,,
1206,AUTO30141,2023-06-30,2023-06-30,,Collecte,cpixtr8npf,,0.0,5823.0,12462.0,,,0,0.0,115.5,,115.5,GAM,,,,,
1207,AUTO30139,2023-06-30,2023-06-30,2023-06-30,Collecte PAV,8qtjzvpvsd,test pav,372.0,7414.0,360.0,,372.0,17270,0.25,38.09,0.25,38.34,GAM,,test pav,,,
1208,AUTO30140,2023-06-30,2023-06-30,,Collecte,9zz5ph3zpi,NE_T13_GRE ST URS HOCHE J ARC_CS_ MAR VEN_110024,71.0,182.0,6300.0,,71.0,0,0.09,18.39,0.09,18.48,GAM,110024.0,NE,T13,CS, MAR VEN
1209,AUTO30143,2023-06-30,2023-06-30,2023-06-30,Collecte PAV,ho0t7l1jay,TEST PAV_1771_LA LUIRE_MER_CS_170005,115.0,357.0,713.0,,115.0,6578,0.07,24.5,0.07,24.57,GAM,170005.0,TEST PAV,1771,MER,CS
1210,AUTO30144,2023-06-30,2023-06-30,,Transport,m6n5m046hj,,237.0,1886.0,699.0,,237.0,0,0.11,73.31,0.11,73.42,GAM,,,,,
1211,AUTO30142,2023-06-30,2023-06-30,,Collecte PAV,Mbtg7C288o,TEST PAV_1771_LA LUIRE_MER_CS_170005,77.0,2262.0,1477.0,,77.0,0,0.07,72.72,0.07,72.79,GAM,170005.0,TEST PAV,1771,MER,CS
1212,AUTO30145,2023-06-30,2023-06-30,,Collecte PAV,cewxgzybhe,,415.0,9600.0,,,415.0,0,0.16,86.27,0.16,86.43,GAM,,,,,
1213,AUTO30147,2023-06-30,2023-06-30,2023-06-30,Collecte,j1h4gptjli,GS_T06_LE GUA MIRIBEL_VEN_CS_124006,5341.0,348.0,604.0,,12.0,15418,16.12,100.8,0.01,116.92,GAM,124006.0,GS,T06,VEN,CS
1214,AUTO30148,2023-06-30,2023-06-30,,Collecte,y2qwjva4su,GS_T08_VIZILLE_VEN_OMR_160005,9659.0,18.0,,,123.0,0,13.78,68.16,0.06,81.94,GAM,160005.0,GS,T08,VEN,OMR
1215,AUTO30149,2023-06-30,2023-06-30,,Collecte,u16rgi3exd,SUD_T05_GRE CP ECH COL_VEN_OMR_120030,8743.0,877.0,,,54.0,0,8.86,46.76,0.09,55.62,GAM,120030.0,SUD,T05,VEN,OMR
1216,AUTO30150,2023-06-30,2023-06-30,,Collecte,ikv5vt40ba,SUD_T12_PONT CL OUEST_VEN_OMR_120048,164.0,2153.0,51.0,,164.0,0,0.12,47.55,0.12,47.67,GAM,120048.0,SUD,T12,VEN,OMR
1217,AUTO30151,2023-06-30,2023-06-30,,Collecte,a0lou2mbga,SUD_T10_IDENTIF_VEN_OMR_120064,113.0,1712.0,,,113.0,0,0.06,38.44,0.06,38.5,GAM,120064.0,SUD,T10,VEN,OMR
1218,AUTO30152,2023-06-30,2023-06-30,2023-06-30,Collecte PAV,ho0t7l1jay,TEST PAV_1771_LA LUIRE_MER_CS_170005,460.0,15631.0,791.0,,460.0,29024,0.27,77.54,0.27,77.81,GAM,170005.0,TEST PAV,1771,MER,CS
1219,AUTO30153,2023-06-30,2023-06-30,,Collecte,9tcc9i42vm,GS_T07_ST PAUL DE VARC_VEN_CS_160002,106.0,350.0,60.0,,106.0,0,0.1,90.25,0.1,90.35,GAM,160002.0,GS,T07,VEN,CS
1220,AUTO30161,2023-06-30,2023-06-30,,Collecte,7joy6o7022,,0.0,3101.0,,,,0,0.0,58.23,,58.23,GAM,,,,,
1221,AUTO30160,2023-06-30,2023-06-30,,Collecte,tlgnhaw79b,,7581.0,2213.0,,,81.0,0,11.85,46.46,0.05,58.31,GAM,,,,,
1222,AUTO30154,2023-06-30,2023-06-30,,Collecte,1t8IcmYe1z,SUD_T09_IDENTIF_VEN_OMR_120062,10486.0,60.0,3931.0,,74.0,0,12.33,22.55,0.05,34.88,GAM,120062.0,SUD,T09,VEN,OMR
1223,AUTO30162,2023-06-30,2023-06-30,,Collecte,oxe1pddfqt,,10146.0,28.0,,,99.0,0,12.61,39.58,0.02,52.19,GAM,,,,,
1224,AUTO30155,2023-06-30,2023-06-30,,Collecte,ro9qinohi0,SUD_T01_ECH COLL VILLA_VEN_OMR_120026,2331.0,963.0,,,56.0,0,2.55,60.29,0.02,62.84,GAM,120026.0,SUD,T01,VEN,OMR
1225,AUTO30163,2023-06-30,2023-06-30,,Collecte,nczhm372sk,,0.0,629.0,4357.0,,,0,0.0,56.11,,56.11,GAM,,,,,
1226,AUTO30156,2023-06-30,2023-06-30,,Collecte,7nHTChwECF,SUD_T04_ECH COLL RD V_VEN_OMR_120027,9298.0,28.0,1565.0,,71.0,0,14.91,55.12,0.05,70.03,GAM,120027.0,SUD,T04,VEN,OMR
1227,AUTO30157,2023-06-30,2023-06-30,,Collecte,59av7mpv00,SUD_T08_IDENTIF_VEN_OMR_120060,10828.0,60.0,,,40.0,0,11.57,17.98,0.02,29.55,GAM,120060.0,SUD,T08,VEN,OMR
1228,AUTO30158,2023-06-30,2023-06-30,,Collecte,HHrKcPoPW1,SUD_T06_CLAIX BAS_VEN_OMR_120055,10127.0,39.0,2728.0,,61.0,0,11.21,46.13,0.02,57.34,GAM,120055.0,SUD,T06,VEN,OMR
1229,AUTO30164,2023-06-30,2023-06-30,,Collecte,72hgb55djb,,0.0,42.0,737.0,,,0,0.0,60.67,,60.67,GAM,,,,,
1230,AUTO30165,2023-06-30,2023-06-30,,Collecte,57igmhyovd,,169.0,828.0,303.0,,169.0,0,0.16,47.05,0.16,47.21,GAM,,,,,
1231,AUTO30166,2023-06-30,2023-06-30,,Transport,aef992hscu,,454.0,3188.0,2956.0,,454.0,0,0.28,112.29,0.28,112.57,GAM,,,,,
1232,AUTO30167,2023-06-30,2023-06-30,,Collecte,080o9d41z3,,257.0,,,,,0,0.45,12.87,,13.32,GAM,,,,,
1233,AUTO30168,2023-07-01,2023-07-01,,Collecte,080o9d41z3,,2196.0,18.0,847.0,,41.0,0,3.08,34.94,0.02,38.02,GAM,,,,,
1234,AUTO30169,2023-07-01,2023-07-01,,Transport,Bj5S5eVr9N,,1081.0,5676.0,812.0,,1081.0,0,0.41,101.61,0.41,102.02,GAM,,,,,
1235,AUTO30170,2023-07-01,2023-07-01,,Transport,m6n5m046hj,,2429.0,7507.0,667.0,,2429.0,0,0.83,103.36,0.83,104.19,GAM,,,,,
1236,AUTO30171,2023-07-01,2023-07-01,,Transport,aef992hscu,,998.0,5718.0,1936.0,,998.0,0,0.62,95.48,0.62,96.1,GAM,,,,,
1237,AUTO30172,2023-07-01,2023-07-01,,Collecte,cpixtr8npf,,0.0,4983.0,5981.0,,,0,0.0,52.13,,52.13,GAM,,,,,
1238,AUTO30173,2023-07-02,2023-07-02,,Collecte,nczhm372sk,,0.0,2838.0,,,,0,0.0,31.03,,31.03,GAM,,,,,
1239,AUTO30174,2023-07-03,2023-07-03,,Collecte,uzqctwc7pp,NE_T19_GRE CONDORCET G RAMBAUD_LUN JEU_OMR_110022,48.0,60.0,5953.0,,48.0,0,0.02,38.34,0.02,38.36,GAM,110022.0,NE,T19,LUN JEU,OMR
1240,AUTO30175,2023-07-03,2023-07-03,2023-07-03,Collecte,ukgs1JXztl,NO_T02_FONTAINE_LUN_CS_131003,12108.0,6.0,,,60.0,13375,16.46,3.32,0.0,19.78,GAM,131003.0,NO,T02,LUN,CS
1241,AUTO30207,2023-07-03,2023-07-03,,Collecte,y7gjux7fmc,,8819.0,36.0,4847.0,,109.0,0,9.2,43.14,0.05,52.34,GAM,,,,,
1242,AUTO30176,2023-07-03,2023-07-03,,Collecte,j364urbaz5,NE_T01_TRONC MEYS2_LUN JEU_OMR_110004,13693.0,1557.0,,,186.0,0,19.95,15.36,0.09,35.31,GAM,110004.0,NE,T01,LUN JEU,OMR
1243,AUTO30177,2023-07-03,2023-07-03,,Collecte,BqsVQSMm80,NE_T15_GRE POULAT CASERNE BONNE_OMR_LUN JEU_110023,6980.0,60.0,4550.0,,86.0,0,6.27,19.74,0.04,26.01,GAM,110023.0,NE,T15,OMR,LUN JEU
1244,AUTO30178,2023-07-03,2023-07-03,2023-07-03,Collecte,h7qn96fkxd,NE_T07_SMH COLLECTIF_LUN_OMR_101013,9334.0,771.0,1039.0,,,17400,12.34,25.02,,37.36,GAM,101013.0,NE,T07,LUN,OMR
1245,AUTO30179,2023-07-03,2023-07-03,2023-07-03,Collecte,ux94b14wke,NO_T06_ST EGREVE N_LUN JEU_CS_142006,12727.0,60.0,92.0,,99.0,17073,25.82,23.93,0.08,49.75,GAM,142006.0,NO,T06,LUN JEU,CS
1246,AUTO30180,2023-07-03,2023-07-03,,Collecte,bba8ef2dvl,NO_T03_SASSENAGE FONT_LUN_CS_130011,11200.0,60.0,779.0,,173.0,0,13.58,25.27,0.19,38.85,GAM,130011.0,NO,T03,LUN,CS
1247,AUTO30181,2023-07-03,2023-07-03,,Collecte,ih6g9vhdlz,NO_T07_ST EGREVE SUD_LUN_CS_142007,75.0,960.0,283.0,,75.0,0,0.03,61.74,0.03,61.77,GAM,142007.0,NO,T07,LUN,CS
1248,AUTO30182,2023-07-03,2023-07-03,,Collecte,ighzc1n730,NO_T04_SASSENAGE_LUN_CS_133004,3875.0,186.0,291.0,,,0,4.77,57.0,,61.77,GAM,133004.0,NO,T04,LUN,CS
1249,AUTO30183,2023-07-03,2023-07-03,2023-07-03,Collecte,AhnI9sMNTj,NO_T01_FONTAINE_LUN_CS_131001,14602.0,418.0,60.0,,81.0,15661,16.36,1.56,0.11,17.92,GAM,131001.0,NO,T01,LUN,CS
1250,AUTO30184,2023-07-03,2023-07-03,,Collecte,qshw7egqjb,NE_T16_GRE BRO VILLEBOIS POT_OMR_LUN JEU_110025,5329.0,436.0,5142.0,,91.0,0,6.51,19.25,0.05,25.76,GAM,110025.0,NE,T16,OMR,LUN JEU
1251,AUTO30185,2023-07-03,2023-07-03,,Collecte,0jbxz085fw,NO_T11_GRE GARE LIBERA_LUN_CS_151008,0.0,975.0,3066.0,,,0,0.0,49.47,,49.47,GAM,151008.0,NO,T11,LUN,CS
1252,AUTO30186,2023-07-03,2023-07-03,2023-07-03,Collecte,g4tx3nrqg0,NO_T14_GRE EAUX C_LUN JEU_CS_151007,0.0,515.0,1711.0,,,9964,0.0,12.61,,12.61,GAM,151007.0,NO,T14,LUN JEU,CS
1253,AUTO30187,2023-07-03,2023-07-03,2023-07-03,Collecte,87haddx1cc,GS_T03_JARRIE SECTEUR 1 COLL_LUN_OMR,561.0,957.0,,,561.0,20018,0.63,55.56,0.63,56.19,GAM,,GS,T03,LUN,OMR
1254,AUTO30188,2023-07-03,2023-07-03,,Collecte,vhxnkra4on,NE_T05_SMH COLLECTIF_LUN_OMR_101023,0.0,3002.0,2999.0,,,0,0.0,40.54,,40.54,GAM,101023.0,NE,T05,LUN,OMR
1255,AUTO30189,2023-07-03,2023-07-03,2023-07-03,Collecte,912yxz768z,GS_T01_MTCHB STBS CHPG_LUN_OMR,11347.0,105.0,1073.0,,173.0,21005,16.57,58.62,0.08,75.19,GAM,,GS,T01,LUN,OMR
1256,AUTO30190,2023-07-03,2023-07-03,,Collecte,egru8o9gip,NE_T04_MURIA SMH MUR_LUN_OMR_116011,7590.0,47.0,3139.0,,72.0,0,17.3,35.38,0.04,52.68,GAM,116011.0,NE,T04,LUN,OMR
1257,AUTO30191,2023-07-03,2023-07-03,,Collecte,7lqyjw34p3,NO_T08_ST MARTIN LE VI_LUN_CS_143008,12498.0,60.0,,,179.0,0,19.79,42.23,0.11,62.02,GAM,143008.0,NO,T08,LUN,CS
1258,AUTO30192,2023-07-03,2023-07-03,2023-07-03,Collecte,lwijga02re,GS_T02_CASERNE VARCES_LUN_OMR_160009,83.0,2738.0,,,83.0,19747,0.01,87.19,0.01,87.2,GAM,160009.0,GS,T02,LUN,OMR
